,Age,Attrition,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpID,Gender,EmpJobInvolvement,EmpJobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,PerformanceRating,EmpRelationshipSatisfaction,StockOptionLevel,TotalWorkExperience,TrainingTime,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
647,35,No,Travel_Rarely,25,3,899,Male,2,3,2,Married,10903,3,No,16,3,1,0,16,2,3,13,10,4,8
648,37,No,Travel_Frequently,21,2,900,Female,3,1,4,Married,2973,5,No,15,3,2,1,10,3,3,5,4,0,0
649,53,No,Travel_Rarely,23,4,901,Female,3,4,4,Single,14275,6,No,18,3,3,0,33,0,3,12,9,3,8
650,43,No,Travel_Frequently,1,3,902,Female,3,2,4,Married,5562,4,No,13,3,2,1,12,2,2,5,2,2,2
651,47,No,Travel_Rarely,2,2,903,Female,3,2,4,Married,4537,0,Yes,22,4,1,1,8,2,3,7,6,7,7
652,37,No,Non-Travel,19,2,904,Male,3,3,2,Single,7642,1,Yes,13,3,4,0,10,2,3,10,0,0,9
653,50,No,Non-Travel,2,4,905,Male,3,4,1,Divorced,17924,1,No,11,3,4,1,31,3,3,31,6,14,7
654,39,No,Travel_Rarely,2,3,909,Female,2,2,4,Married,5204,8,No,11,3,3,2,13,2,3,5,4,0,4
655,33,No,Travel_Rarely,3,2,910,Male,3,1,2,Divorced,2277,3,Yes,11,3,3,1,7,4,4,4,3,0,3
656,32,Yes,Travel_Rarely,25,4,911,Male,3,1,4,Single,2795,1,Yes,24,4,3,0,1,2,1,1,0,0,1
657,29,No,Travel_Rarely,7,1,912,Female,2,1,4,Divorced,2532,6,No,14,3,3,3,8,5,3,4,3,0,3
658,44,No,Travel_Rarely,9,2,913,Male,3,1,1,Married,2559,1,Yes,13,3,4,0,8,0,3,8,7,7,1
659,28,No,Travel_Rarely,5,4,916,Male,3,2,4,Single,4908,1,No,14,3,2,0,4,3,3,4,2,0,2
660,58,Yes,Travel_Frequently,2,1,918,Male,2,1,4,Divorced,2380,9,Yes,14,3,4,1,3,3,2,1,0,0,0
661,43,No,Travel_Rarely,8,3,920,Female,3,2,2,Divorced,4765,4,No,21,4,3,1,4,2,4,1,0,0,0
662,20,Yes,Travel_Rarely,2,3,922,Female,2,1,3,Single,2044,1,No,13,3,4,0,2,3,2,2,2,0,2
663,21,Yes,Travel_Rarely,18,1,923,Female,3,1,4,Single,2693,1,No,19,3,1,0,1,3,2,1,0,0,0
664,36,No,Travel_Rarely,14,1,924,Male,3,2,4,Married,6586,0,Yes,17,3,1,1,17,2,2,16,8,4,11
665,47,No,Travel_Rarely,2,4,925,Female,2,1,4,Single,3294,1,Yes,18,3,1,0,3,3,2,3,2,1,2
666,22,Yes,Travel_Rarely,3,1,926,Female,3,2,3,Married,4171,0,Yes,19,3,1,1,4,3,4,3,2,0,2
667,41,Yes,Travel_Rarely,2,4,927,Female,1,1,4,Divorced,2778,4,Yes,13,3,3,1,10,1,2,7,7,1,0
668,28,No,Travel_Rarely,9,3,930,Female,3,1,3,Divorced,2377,5,No,18,3,2,1,6,2,3,2,2,2,2
669,39,Yes,Travel_Rarely,6,3,932,Male,3,1,1,Married,2404,7,Yes,21,4,4,0,8,2,1,2,2,2,2
670,27,No,Travel_Rarely,4,3,933,Female,3,1,3,Single,2318,1,No,19,3,3,0,1,2,3,1,1,0,0
671,34,No,Travel_Rarely,10,3,934,Male,3,1,2,Divorced,2008,1,No,14,3,2,2,1,3,3,1,0,1,0
672,42,No,Travel_Rarely,14,2,936,Female,2,2,3,Single,6244,7,No,17,3,1,0,10,6,3,5,4,0,3
673,33,No,Travel_Rarely,1,4,939,Male,2,1,1,Single,2799,3,Yes,11,3,2,0,6,1,3,3,2,0,2
674,58,No,Travel_Rarely,5,3,940,Female,2,3,2,Divorced,10552,2,Yes,13,3,4,1,24,3,3,6,0,0,4
675,31,No,Travel_Rarely,7,4,941,Male,2,1,3,Married,2329,3,No,15,3,2,0,13,2,4,7,7,5,2
676,35,No,Travel_Rarely,21,1,942,Female,3,2,4,Married,4014,1,Yes,25,4,4,1,10,2,1,10,6,0,7
677,49,No,Travel_Rarely,8,2,944,Female,3,3,2,Married,7403,4,No,11,3,3,1,29,3,2,26,9,1,7
678,48,No,Travel_Rarely,20,4,945,Male,3,1,3,Married,2259,4,No,17,3,1,2,13,2,2,0,0,0,0
679,31,No,Non-Travel,20,2,947,Female,3,2,3,Married,6932,1,No,13,3,4,1,9,2,2,9,8,0,0
680,36,No,Travel_Rarely,7,4,949,Male,3,1,4,Single,4678,2,No,18,3,3,0,8,6,3,6,2,0,1
681,38,No,Travel_Rarely,1,3,950,Female,3,3,1,Married,13582,1,No,13,3,2,1,15,3,3,15,12,5,11
682,32,No,Non-Travel,1,3,951,Female,2,1,2,Married,2332,6,No,20,4,3,0,5,3,3,3,0,0,2
683,25,Yes,Travel_Rarely,19,2,952,Male,2,1,2,Married,2413,1,Yes,18,3,3,3,1,2,3,1,0,0,0
684,40,No,Travel_Rarely,10,4,954,Male,2,3,2,Divorced,9705,2,No,12,3,2,1,11,2,2,1,0,0,0
685,26,No,Travel_Frequently,1,3,956,Male,2,2,1,Single,4294,1,No,12,3,2,0,7,2,3,7,7,0,7
686,41,No,Travel_Rarely,6,3,957,Male,3,1,1,Single,4721,2,Yes,13,3,3,0,20,3,3,18,13,2,17
687,36,No,Travel_Rarely,2,4,958,Male,3,1,3,Single,2519,4,No,21,4,3,0,16,6,3,11,8,3,9
688,19,Yes,Travel_Rarely,21,3,959,Male,2,1,2,Single,2121,1,Yes,13,3,2,0,1,3,4,1,0,0,0
689,20,Yes,Travel_Rarely,4,3,960,Male,3,1,1,Single,2973,1,No,19,3,2,0,1,2,3,1,0,0,0
690,31,No,Travel_Rarely,12,3,961,Female,3,2,4,Married,5855,0,Yes,11,3,3,2,10,2,1,9,7,8,5
691,40,No,Travel_Frequently,9,4,964,Male,3,1,2,Divorced,3617,8,Yes,14,3,4,1,3,2,3,1,1,0,0
692,32,No,Travel_Rarely,3,4,966,Female,3,2,1,Married,6725,1,No,12,3,3,1,8,2,4,8,7,6,3
693,36,Yes,Travel_Rarely,3,1,967,Male,2,3,4,Married,10325,1,Yes,11,3,1,1,16,6,3,16,7,3,7
694,33,No,Travel_Rarely,1,3,969,Female,2,2,4,Single,6949,0,No,14,3,1,0,6,3,3,5,0,1,4
695,37,Yes,Travel_Rarely,1,4,970,Male,2,3,3,Married,10609,5,No,11,3,3,0,17,2,1,14,1,11,7
696,45,No,Non-Travel,4,2,972,Male,3,2,2,Married,4447,1,No,12,3,2,0,9,5,2,9,7,0,8
697,29,No,Travel_Frequently,20,3,974,Female,3,1,4,Married,2157,1,No,15,3,2,1,3,5,3,3,1,0,2
698,35,No,Travel_Rarely,18,3,975,Female,3,2,3,Married,4601,1,No,16,3,2,0,5,3,3,5,2,1,0
699,52,No,Travel_Rarely,1,2,976,Male,3,4,4,Married,17099,2,No,15,3,2,1,26,2,2,9,8,7,8
700,58,Yes,Travel_Rarely,2,3,977,Male,3,1,3,Single,2479,4,No,24,4,1,0,7,4,3,1,0,0,0
701,53,No,Travel_Rarely,2,2,981,Male,3,4,3,Divorced,14852,6,No,13,3,3,1,22,3,4,17,13,15,2
702,30,No,Travel_Rarely,8,2,982,Male,3,3,3,Divorced,7264,5,No,11,3,1,1,10,2,4,8,4,7,7
703,38,No,Non-Travel,10,3,983,Female,3,2,4,Single,5666,1,Yes,13,3,2,0,6,1,3,5,3,1,3
704,35,No,Travel_Rarely,3,4,984,Male,3,3,4,Divorced,7823,6,No,13,3,2,1,12,2,3,10,9,0,8
705,39,No,Travel_Rarely,2,5,985,Male,4,3,3,Single,7880,0,No,18,3,4,0,9,3,3,8,7,0,7
706,40,Yes,Non-Travel,24,3,986,Female,4,4,2,Single,13194,4,Yes,16,3,4,0,22,2,2,1,0,0,0
707,47,No,Travel_Frequently,16,4,987,Male,4,2,3,Divorced,5067,1,Yes,19,3,3,0,20,3,4,19,10,2,7
708,36,No,Non-Travel,8,4,990,Male,3,2,4,Divorced,5079,4,No,13,3,4,2,12,3,3,7,7,0,7
709,31,Yes,Non-Travel,9,2,991,Male,2,1,1,Single,2321,0,Yes,22,4,1,0,4,0,3,3,2,1,2
710,33,No,Non-Travel,17,3,992,Male,3,4,3,Single,17444,1,No,11,3,4,0,10,2,3,10,8,6,0
711,29,Yes,Travel_Rarely,10,3,994,Female,2,1,1,Single,2404,6,Yes,20,4,3,0,3,5,3,0,0,0,0
712,33,No,Travel_Rarely,13,1,995,Female,3,1,4,Single,3452,3,No,18,3,1,0,5,4,3,3,2,0,2
713,45,No,Travel_Rarely,1,4,996,Female,3,1,4,Divorced,2270,3,No,14,3,4,2,8,2,3,5,3,0,2
714,50,No,Travel_Rarely,1,2,997,Male,3,4,4,Divorced,17399,9,No,22,4,3,1,32,1,2,5,4,1,3
715,33,No,Travel_Frequently,1,4,998,Female,4,2,2,Married,5488,1,Yes,13,3,1,1,6,2,3,6,5,1,2
716,41,No,Travel_Frequently,9,3,999,Male,3,5,3,Divorced,19419,2,No,17,3,2,1,21,2,4,18,16,0,11
717,27,No,Travel_Rarely,16,4,1001,Female,3,1,2,Married,2811,9,No,14,3,2,1,4,2,3,2,2,2,2
718,45,No,Non-Travel,23,2,1002,Male,3,2,1,Married,3633,1,Yes,15,3,3,1,9,2,3,9,8,0,8
719,47,No,Travel_Rarely,4,2,1003,Female,3,2,4,Single,4163,1,Yes,17,3,3,0,9,0,3,9,0,0,7
720,30,Yes,Travel_Rarely,22,3,1004,Female,3,1,3,Married,2132,4,Yes,11,3,2,0,7,2,3,5,2,0,1
721,50,No,Travel_Rarely,24,3,1005,Male,3,4,3,Married,13973,3,Yes,18,3,4,1,22,2,3,12,11,1,5
722,38,No,Travel_Frequently,10,1,1006,Male,3,1,3,Married,2684,0,No,17,3,2,1,3,0,2,2,1,0,2
723,46,No,Travel_Rarely,7,2,1007,Male,3,3,3,Divorced,10845,6,No,13,3,2,1,13,3,3,8,7,0,7
724,24,No,Travel_Rarely,17,1,1009,Female,2,2,3,Divorced,4377,1,No,15,3,2,2,5,6,3,4,2,3,2
725,35,Yes,Travel_Rarely,14,4,1010,Male,2,1,2,Divorced,3743,1,Yes,24,4,4,1,5,2,1,4,2,0,2
726,31,No,Travel_Frequently,1,1,1011,Female,3,2,1,Married,4148,1,No,12,3,3,1,4,1,3,4,3,0,3
727,18,No,Non-Travel,5,2,1012,Male,3,1,4,Single,1051,1,No,15,3,4,0,0,2,3,0,0,0,0
728,54,No,Travel_Rarely,17,3,1013,Female,3,3,3,Married,10739,8,No,11,3,3,1,22,2,3,10,7,0,8
729,35,No,Travel_Rarely,25,4,1014,Female,3,3,3,Divorced,10388,1,Yes,11,3,3,1,16,3,2,16,10,10,1
730,30,No,Travel_Rarely,8,2,1015,Female,4,3,1,Married,11416,0,Yes,12,3,3,3,9,4,2,8,7,1,7
731,20,Yes,Travel_Rarely,11,3,1016,Female,2,1,1,Single,2600,1,Yes,15,3,1,0,1,2,3,1,0,0,0
732,30,Yes,Travel_Frequently,5,3,1017,Female,3,1,2,Single,2422,0,No,17,3,1,0,4,3,3,3,2,1,2
733,26,No,Travel_Rarely,2,2,1018,Male,4,2,4,Married,5472,1,No,12,3,2,0,8,2,3,8,7,1,3
734,22,No,Travel_Rarely,8,1,1019,Male,1,1,1,Married,2451,1,No,15,3,1,1,4,3,2,4,3,1,1
735,48,No,Travel_Rarely,6,3,1022,Male,2,2,3,Single,4240,2,No,13,3,4,0,19,0,3,2,2,2,2
736,48,No,Travel_Rarely,4,4,1024,Male,2,3,3,Single,10999,7,No,14,3,2,0,27,3,3,15,11,4,8
737,41,No,Travel_Rarely,7,2,1025,Female,3,2,3,Single,5003,6,No,14,3,2,0,8,6,3,2,2,2,1
738,39,No,Travel_Rarely,1,1,1026,Female,2,4,4,Married,12742,1,No,16,3,3,1,21,3,3,21,6,11,8
739,27,No,Travel_Rarely,2,4,1027,Female,3,2,4,Married,4227,0,No,18,3,2,1,4,2,3,3,2,2,2
740,35,No,Travel_Rarely,10,3,1028,Male,3,1,4,Divorced,3917,1,No,20,4,1,1,3,4,2,3,2,1,2
741,42,No,Travel_Rarely,5,2,1029,Male,3,5,3,Married,18303,6,No,13,3,2,0,21,3,4,1,0,0,0
742,50,No,Travel_Rarely,9,3,1030,Male,3,1,4,Married,2380,4,No,18,3,2,0,8,5,3,1,0,0,0
743,59,No,Travel_Rarely,2,3,1032,Female,2,4,4,Single,13726,3,Yes,13,3,1,0,30,4,3,5,3,4,3
744,37,Yes,Travel_Rarely,11,2,1033,Female,1,2,2,Married,4777,5,No,15,3,1,0,15,2,1,1,0,0,0
745,55,No,Travel_Frequently,18,4,1034,Male,3,2,2,Married,6385,3,Yes,14,3,4,2,17,3,3,8,7,6,7
746,41,No,Non-Travel,7,1,1035,Female,1,5,3,Divorced,19973,1,No,22,4,2,2,21,3,3,21,16,5,10
747,38,No,Travel_Rarely,3,4,1036,Male,3,2,4,Single,6861,8,Yes,12,3,3,0,19,1,3,1,0,0,0
748,26,Yes,Non-Travel,29,2,1037,Male,1,2,1,Single,4969,8,No,18,3,4,0,7,6,3,2,2,2,2
749,52,Yes,Travel_Rarely,2,1,1038,Female,1,5,4,Married,19845,1,No,15,3,4,1,33,3,3,32,14,6,9
750,44,No,Travel_Rarely,28,3,1039,Female,4,4,4,Married,13320,3,Yes,18,3,3,1,23,2,3,12,11,11,11
751,50,No,Non-Travel,1,3,1040,Female,3,2,3,Married,6347,0,No,12,3,1,1,19,3,3,18,7,0,13
752,36,Yes,Travel_Rarely,16,4,1042,Female,4,1,1,Single,2743,1,No,16,3,3,0,18,1,3,17,13,15,14
753,39,No,Travel_Frequently,22,3,1043,Female,3,3,1,Single,10880,1,Yes,13,3,3,0,21,2,3,21,6,2,8
754,33,No,Non-Travel,8,1,1044,Female,2,1,4,Single,2342,0,No,19,3,4,0,3,2,2,2,2,2,2
755,45,No,Travel_Rarely,11,2,1045,Female,3,4,4,Married,17650,3,No,13,3,2,1,26,4,4,9,3,1,1
756,32,No,Non-Travel,29,4,1046,Female,3,1,3,Single,4025,9,No,12,3,2,0,10,2,3,8,7,7,7
757,34,No,Travel_Rarely,1,4,1047,Male,4,2,4,Divorced,9725,0,No,11,3,4,1,16,2,2,15,1,0,9
758,59,No,Travel_Rarely,1,2,1048,Male,3,3,4,Married,11904,3,Yes,14,3,3,1,14,1,1,6,4,0,4
759,45,No,Travel_Rarely,24,4,1049,Male,3,1,2,Single,2177,1,No,16,3,1,0,6,3,3,6,3,0,4
760,53,No,Travel_Frequently,2,3,1050,Female,2,3,2,Married,7525,2,No,12,3,1,1,30,2,3,15,7,6,12
761,36,Yes,Travel_Rarely,15,3,1052,Male,3,2,3,Divorced,4834,7,No,14,3,2,1,9,3,2,1,0,0,0
762,26,Yes,Travel_Frequently,2,3,1053,Male,3,1,1,Married,2042,6,Yes,14,3,2,1,6,2,3,3,2,1,2
763,34,No,Travel_Rarely,10,4,1055,Female,3,1,3,Married,2220,1,Yes,19,3,4,1,1,2,3,1,1,0,0
764,28,No,Travel_Rarely,10,1,1056,Male,3,1,2,Married,1052,1,No,22,4,2,0,1,5,3,1,0,0,0
765,38,No,Travel_Frequently,3,4,1060,Male,3,1,3,Married,2821,3,No,16,3,1,1,8,2,3,2,2,2,2
766,50,No,Travel_Rarely,2,4,1061,Male,3,5,3,Married,19237,2,Yes,11,3,4,1,29,2,2,8,1,7,7
767,37,No,Travel_Rarely,3,3,1062,Female,3,2,2,Single,4107,3,No,15,3,1,0,8,3,2,4,3,0,1
768,40,No,Travel_Rarely,26,3,1066,Male,3,2,1,Married,8396,1,No,14,3,2,1,8,3,2,7,7,7,5
769,26,No,Travel_Frequently,1,1,1068,Female,2,1,3,Divorced,2007,1,No,13,3,3,2,5,5,3,5,3,1,3
770,46,No,Travel_Rarely,1,4,1069,Male,3,5,4,Divorced,19627,9,No,17,3,4,2,23,0,3,2,2,2,2
771,54,No,Travel_Rarely,2,4,1070,Female,2,3,3,Married,10686,6,No,11,3,2,1,13,4,3,9,4,7,0
772,56,No,Travel_Frequently,9,3,1071,Female,3,1,3,Married,2942,2,No,19,3,2,1,18,4,3,5,4,0,3
773,36,No,Travel_Rarely,12,5,1073,Female,2,3,4,Single,8858,0,No,11,3,2,0,15,2,2,14,8,7,8
774,55,No,Non-Travel,2,1,1074,Male,2,4,1,Single,16756,7,No,15,3,2,0,31,3,4,9,7,6,2
775,43,No,Travel_Rarely,25,3,1076,Male,2,3,4,Divorced,10798,5,No,13,3,3,1,18,5,3,1,0,0,0
776,20,Yes,Travel_Frequently,9,3,1077,Female,3,1,4,Single,2323,1,Yes,14,3,2,0,2,3,3,2,2,0,2
777,21,Yes,Travel_Rarely,10,3,1079,Female,2,1,1,Single,1416,1,No,13,3,1,0,1,6,2,1,0,1,0
778,46,No,Travel_Rarely,8,4,1080,Female,2,2,1,Divorced,4615,8,Yes,23,4,1,3,19,2,3,16,13,1,7
779,51,Yes,Travel_Rarely,4,4,1081,Male,3,1,3,Married,2461,9,Yes,12,3,3,3,18,2,4,10,0,2,7
780,28,Yes,Non-Travel,24,2,1082,Male,2,3,1,Single,8722,1,No,12,3,1,0,10,2,2,10,7,1,9
781,26,No,Travel_Rarely,1,2,1083,Male,2,1,1,Married,3955,1,No,16,3,1,2,6,2,3,5,3,1,3
782,30,No,Travel_Rarely,20,3,1084,Male,3,2,1,Married,9957,0,No,15,3,3,1,7,1,2,6,2,0,2
783,41,No,Travel_Rarely,7,2,1085,Female,4,1,3,Married,3376,1,No,13,3,3,0,10,3,3,10,6,0,8
784,38,No,Travel_Rarely,17,1,1088,Female,2,3,3,Married,8823,0,No,18,3,1,1,20,4,2,19,9,1,9
785,40,No,Travel_Rarely,20,4,1092,Male,3,3,4,Married,10322,4,No,20,4,4,1,14,6,3,11,10,11,1
786,27,No,Non-Travel,8,5,1094,Male,1,1,3,Married,4621,1,No,19,3,4,3,3,4,3,3,2,1,2
787,55,No,Travel_Frequently,2,1,1096,Male,3,3,2,Married,10976,3,No,18,3,2,1,23,4,3,3,2,1,2
788,28,No,Travel_Rarely,10,3,1097,Female,3,2,3,Single,3660,3,No,13,3,4,0,10,4,4,8,7,1,7
789,44,Yes,Travel_Rarely,1,2,1098,Male,2,3,1,Married,10482,9,No,14,3,4,1,24,1,3,20,6,3,6
790,33,No,Travel_Rarely,5,3,1099,Male,2,3,4,Divorced,7119,4,No,15,3,3,1,9,2,3,3,2,1,2
791,35,Yes,Travel_Rarely,4,3,1100,Male,3,3,1,Single,9582,0,Yes,22,4,1,0,9,2,3,8,7,4,7
792,33,Yes,Travel_Frequently,29,4,1101,Female,2,2,3,Single,4508,1,No,22,4,2,0,14,4,3,13,7,3,8
793,28,No,Travel_Rarely,15,2,1102,Male,3,1,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2
794,34,No,Travel_Frequently,3,1,1103,Male,3,2,4,Single,7756,0,No,17,3,3,0,7,1,2,6,2,0,4
795,37,No,Travel_Rarely,10,4,1105,Female,2,2,4,Divorced,6694,2,Yes,14,3,3,3,8,5,3,1,0,0,0
796,25,Yes,Travel_Rarely,4,1,1106,Male,3,1,4,Married,3691,1,Yes,15,3,2,1,7,3,4,7,7,5,6
797,26,Yes,Travel_Rarely,21,3,1107,Male,3,1,3,Divorced,2377,1,No,20,4,3,1,1,0,2,1,1,0,0
798,33,Yes,Travel_Rarely,25,3,1108,Male,2,1,2,Single,2313,4,Yes,20,4,2,0,5,0,3,2,2,2,2
799,42,No,Travel_Rarely,2,2,1109,Male,3,4,1,Married,17665,0,No,17,3,4,1,23,3,3,22,6,13,7
800,28,Yes,Travel_Frequently,1,3,1111,Male,2,1,2,Divorced,2596,1,No,15,3,1,2,1,2,3,1,0,0,0
801,50,Yes,Travel_Frequently,1,4,1113,Male,3,2,3,Single,4728,3,Yes,14,3,4,0,5,4,3,0,0,0,0
802,33,No,Travel_Frequently,7,3,1114,Female,3,2,2,Married,4302,0,No,17,3,3,1,4,3,3,3,2,0,2
803,34,No,Non-Travel,3,4,1115,Male,2,1,4,Married,2979,3,No,17,3,4,3,6,2,3,0,0,0,0
804,48,No,Non-Travel,1,4,1116,Male,4,4,4,Single,16885,2,No,22,4,3,0,27,3,2,5,4,2,1
805,45,No,Non-Travel,9,4,1117,Female,2,2,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12
806,52,No,Travel_Rarely,7,4,1118,Male,3,3,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0
807,38,No,Travel_Rarely,10,4,1119,Male,2,3,3,Divorced,8740,0,Yes,14,3,2,2,9,2,3,8,7,2,7
808,29,No,Travel_Rarely,28,4,1120,Female,3,1,4,Divorced,2514,4,No,22,4,1,1,11,1,3,7,5,1,7
809,28,No,Travel_Rarely,3,3,1121,Female,3,3,2,Divorced,7655,0,No,17,3,2,3,10,3,2,9,7,1,7
810,46,No,Travel_Rarely,3,1,1124,Male,3,4,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9
811,38,No,Travel_Rarely,2,2,1125,Male,3,3,2,Single,7351,7,No,16,3,3,0,10,2,3,1,0,0,0
812,43,No,Travel_Frequently,27,3,1126,Female,3,3,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1
813,39,Yes,Travel_Frequently,2,3,1127,Male,3,4,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5
814,40,No,Travel_Rarely,14,3,1128,Male,2,5,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9
815,21,No,Travel_Rarely,1,1,1131,Female,2,1,2,Single,2070,1,Yes,11,3,3,0,2,6,4,2,2,2,2
816,39,No,Non-Travel,9,3,1132,Male,3,2,2,Single,6782,9,No,15,3,3,0,9,2,2,5,4,0,3
817,36,No,Non-Travel,18,4,1133,Male,3,2,4,Single,7779,2,No,20,4,1,0,18,0,3,11,9,0,9
818,31,No,Travel_Frequently,20,3,1135,Male,4,1,4,Married,2791,0,No,12,3,1,1,3,4,3,2,2,2,2
819,28,No,Travel_Rarely,2,1,1136,Male,2,1,2,Married,3201,0,No,17,3,1,0,6,2,1,5,3,0,4
820,35,No,Travel_Frequently,11,2,1137,Male,3,2,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2
821,49,No,Travel_Rarely,8,4,1138,Male,2,4,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3
822,34,No,Travel_Frequently,2,2,1140,Male,3,2,3,Single,4033,2,No,11,3,4,0,5,3,2,3,2,0,2
823,29,No,Travel_Frequently,10,3,1143,Female,3,1,2,Divorced,3291,0,No,14,3,4,2,8,2,2,7,5,1,1
824,42,No,Travel_Rarely,29,3,1148,Male,1,2,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0
825,29,No,Travel_Rarely,8,1,1150,Male,2,2,4,Married,5056,1,Yes,15,3,3,1,10,2,2,10,7,1,2
826,38,No,Travel_Rarely,1,3,1152,Male,4,1,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0
827,28,No,Travel_Frequently,6,3,1154,Male,2,1,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2
828,18,Yes,Non-Travel,8,1,1156,Male,3,1,3,Single,1904,1,No,12,3,4,0,0,0,3,0,0,0,0
829,33,Yes,Travel_Rarely,9,4,1157,Female,3,2,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3
830,41,No,Travel_Rarely,12,4,1158,Male,3,1,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0
831,31,Yes,Travel_Frequently,15,3,1160,Male,3,1,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2
832,37,No,Travel_Rarely,25,2,1161,Female,2,2,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3
833,27,No,Travel_Rarely,6,3,1162,Male,2,1,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2
834,34,No,Travel_Rarely,9,1,1163,Female,3,2,3,Married,5714,1,No,20,4,1,0,6,3,2,6,5,1,3
835,35,No,Travel_Rarely,8,4,1164,Male,3,1,3,Single,4323,1,No,17,3,2,0,6,2,1,5,4,1,4
836,29,Yes,Travel_Rarely,23,1,1165,Female,2,3,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10
837,40,No,Travel_Frequently,9,4,1166,Female,3,3,3,Single,13499,9,No,17,3,3,0,20,3,2,18,7,2,13
838,42,Yes,Travel_Frequently,12,3,1167,Male,3,4,1,Single,13758,0,Yes,12,3,2,0,22,2,2,21,9,13,14
839,42,No,Travel_Rarely,4,4,1171,Male,3,2,1,Single,5155,7,No,13,3,4,0,9,3,4,6,4,1,5
840,35,No,Travel_Rarely,1,4,1172,Male,2,1,3,Married,2258,6,No,12,3,2,1,10,2,3,8,0,1,7
841,24,No,Travel_Rarely,24,3,1173,Male,3,1,2,Single,3597,8,No,22,4,4,0,6,2,3,4,3,1,2
842,28,Yes,Travel_Rarely,12,1,1175,Female,3,1,4,Married,2515,1,Yes,11,3,4,0,1,4,2,1,1,0,0
843,26,No,Travel_Rarely,3,4,1177,Male,4,1,4,Married,4420,1,No,22,4,2,1,8,2,3,8,7,0,7
844,30,No,Travel_Rarely,10,3,1179,Male,2,2,3,Married,6578,1,No,18,3,1,1,10,3,3,10,3,1,4
845,40,No,Travel_Frequently,26,2,1180,Female,2,2,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0
846,35,No,Travel_Rarely,2,3,1182,Male,2,3,2,Divorced,10274,2,No,18,3,2,1,15,2,4,7,7,6,4
847,34,No,Travel_Frequently,1,3,1184,Male,2,2,1,Single,5343,0,No,20,4,3,0,14,3,3,13,9,4,9
848,35,No,Travel_Frequently,4,4,1185,Male,2,1,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2
849,43,Yes,Travel_Rarely,9,3,1188,Female,1,2,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3
850,32,No,Non-Travel,2,1,1190,Female,3,1,1,Divorced,2827,1,No,12,3,3,3,1,3,3,1,0,0,0
851,56,No,Travel_Rarely,4,4,1191,Female,3,5,1,Divorced,19943,4,No,13,3,4,1,28,2,3,5,2,4,2
852,29,No,Travel_Rarely,6,1,1192,Female,3,1,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8
853,19,No,Travel_Rarely,9,2,1193,Male,3,1,1,Single,2552,1,No,25,4,3,0,1,4,3,1,1,0,0
854,45,No,Travel_Rarely,7,3,1195,Female,3,1,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2
855,37,No,Travel_Rarely,1,3,1196,Female,2,2,4,Married,6474,1,No,13,3,2,1,14,2,2,14,8,3,11
856,20,No,Travel_Rarely,3,3,1198,Male,2,1,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2
857,44,Yes,Travel_Rarely,10,4,1200,Male,3,1,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2
858,53,No,Travel_Rarely,7,2,1201,Female,3,5,3,Divorced,18606,3,No,18,3,2,1,26,6,3,7,7,4,7
859,29,No,Travel_Rarely,15,1,1202,Female,1,1,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3
860,22,Yes,Travel_Frequently,3,4,1203,Male,2,1,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0
861,46,No,Travel_Rarely,2,3,1204,Female,3,4,1,Married,17048,8,No,23,4,1,0,28,2,3,26,15,15,9
